TICKET ID ; IV ; OV ; FV ; AV 
BOOKKEEPER-194;0;2;2;[null]
BOOKKEEPER-195;0;2;2;[null]
BOOKKEEPER-197;2;2;2;[]
BOOKKEEPER-198;0;2;2;[null]
BOOKKEEPER-207;0;2;2;[null]
BOOKKEEPER-209;2;2;2;[]
BOOKKEEPER-211;0;2;2;[null]
BOOKKEEPER-212;0;2;2;[null]
BOOKKEEPER-213;0;2;2;[null]
BOOKKEEPER-215;2;2;2;[]
BOOKKEEPER-216;2;2;2;[]
BOOKKEEPER-217;2;2;2;[]
BOOKKEEPER-229;2;2;2;[]
BOOKKEEPER-231;2;2;2;[]
BOOKKEEPER-232;2;2;2;[]
BOOKKEEPER-234;2;2;2;[]
BOOKKEEPER-235;0;2;2;[null]
BOOKKEEPER-242;2;2;2;[]
BOOKKEEPER-245;0;2;2;[null]
BOOKKEEPER-258;0;2;2;[null]
BOOKKEEPER-260;0;2;2;[null]
BOOKKEEPER-263;2;2;2;[]
BOOKKEEPER-273;2;2;2;[]
BOOKKEEPER-274;2;2;2;[]
BOOKKEEPER-279;2;2;2;[]
BOOKKEEPER-280;1;2;3;[1, 2]
BOOKKEEPER-281;0;2;2;[null]
BOOKKEEPER-285;2;2;2;[]
BOOKKEEPER-286;2;2;2;[]
BOOKKEEPER-287;0;2;2;[null]
BOOKKEEPER-288;0;2;2;[null]
BOOKKEEPER-291;0;2;3;[null]
BOOKKEEPER-292;0;2;3;[null]
BOOKKEEPER-294;3;3;3;[]
BOOKKEEPER-296;3;3;3;[]
BOOKKEEPER-298;0;3;3;[null]
BOOKKEEPER-302;3;3;3;[]
BOOKKEEPER-303;0;3;3;[null]
BOOKKEEPER-306;0;3;3;[null]
BOOKKEEPER-307;0;3;3;[null]
BOOKKEEPER-313;1;3;6;[1, 2, 3, 4, 5]
BOOKKEEPER-322;0;3;3;[null]
BOOKKEEPER-324;0;3;3;[null]
BOOKKEEPER-326;3;3;3;[]
BOOKKEEPER-327;3;3;3;[]
BOOKKEEPER-329;3;3;3;[]
BOOKKEEPER-330;3;3;3;[]
BOOKKEEPER-336;3;3;3;[]
BOOKKEEPER-337;3;3;3;[]
BOOKKEEPER-338;0;3;3;[null]
BOOKKEEPER-343;3;3;3;[]
BOOKKEEPER-349;3;3;3;[]
BOOKKEEPER-351;3;3;3;[]
BOOKKEEPER-352;3;3;3;[]
BOOKKEEPER-354;3;3;3;[]
BOOKKEEPER-355;3;3;3;[]
BOOKKEEPER-371;0;3;3;[null]
BOOKKEEPER-372;0;3;3;[null]
BOOKKEEPER-381;0;3;3;[null]
BOOKKEEPER-382;3;3;3;[]
BOOKKEEPER-383;3;3;3;[]
BOOKKEEPER-387;3;3;3;[]
BOOKKEEPER-392;0;3;3;[null]
BOOKKEEPER-395;0;3;3;[null]
BOOKKEEPER-396;3;3;3;[]
BOOKKEEPER-397;3;3;3;[]
BOOKKEEPER-403;3;3;3;[]
BOOKKEEPER-404;0;3;3;[null]
BOOKKEEPER-408;3;3;3;[]
BOOKKEEPER-413;0;3;3;[null]
BOOKKEEPER-415;0;3;3;[null]
BOOKKEEPER-424;3;3;3;[]
BOOKKEEPER-425;0;3;3;[null]
BOOKKEEPER-427;3;3;3;[]
BOOKKEEPER-434;0;3;3;[null]
BOOKKEEPER-436;0;3;3;[null]
BOOKKEEPER-439;3;3;3;[]
BOOKKEEPER-441;3;3;3;[]
BOOKKEEPER-442;3;3;3;[]
BOOKKEEPER-446;1;3;6;[1, 2, 3, 4, 5]
BOOKKEEPER-447;3;3;3;[]
BOOKKEEPER-454;0;3;3;[null]
BOOKKEEPER-457;3;3;3;[]
BOOKKEEPER-458;0;3;3;[null]
BOOKKEEPER-461;0;3;3;[null]
BOOKKEEPER-465;3;3;3;[]
BOOKKEEPER-466;0;3;3;[null]
BOOKKEEPER-467;0;3;3;[null]
BOOKKEEPER-468;0;3;3;[null]
BOOKKEEPER-469;0;3;3;[null]
BOOKKEEPER-470;0;3;3;[null]
BOOKKEEPER-471;0;3;3;[null]
BOOKKEEPER-474;0;3;3;[null]
BOOKKEEPER-475;0;3;3;[null]
BOOKKEEPER-477;0;3;3;[null]
BOOKKEEPER-479;0;3;3;[null]
BOOKKEEPER-480;0;3;3;[null]
BOOKKEEPER-481;0;3;3;[null]
BOOKKEEPER-482;0;3;3;[null]
BOOKKEEPER-483;0;3;3;[null]
BOOKKEEPER-484;0;3;3;[null]
BOOKKEEPER-485;0;3;3;[null]
BOOKKEEPER-493;0;3;3;[null]
BOOKKEEPER-497;0;3;3;[null]
BOOKKEEPER-498;0;3;3;[null]
BOOKKEEPER-500;3;3;3;[]
BOOKKEEPER-503;0;3;3;[null]
BOOKKEEPER-504;0;3;3;[null]
BOOKKEEPER-507;0;3;3;[null]
BOOKKEEPER-509;0;3;3;[null]
BOOKKEEPER-511;0;3;3;[null]
BOOKKEEPER-512;0;3;3;[null]
BOOKKEEPER-513;0;3;3;[null]
BOOKKEEPER-514;0;3;3;[null]
BOOKKEEPER-520;0;3;3;[null]
BOOKKEEPER-522;0;3;3;[null]
BOOKKEEPER-524;3;3;3;[]
BOOKKEEPER-530;3;3;3;[]
BOOKKEEPER-531;0;3;3;[null]
BOOKKEEPER-532;0;3;3;[null]
BOOKKEEPER-533;0;3;3;[null]
BOOKKEEPER-534;0;3;3;[null]
BOOKKEEPER-538;0;3;3;[null]
BOOKKEEPER-539;0;3;3;[null]
BOOKKEEPER-543;3;3;3;[]
BOOKKEEPER-544;0;3;6;[null]
BOOKKEEPER-548;0;4;5;[null]
BOOKKEEPER-549;0;4;5;[null]
BOOKKEEPER-554;5;5;5;[]
BOOKKEEPER-556;0;5;6;[null]
BOOKKEEPER-557;0;5;5;[null]
BOOKKEEPER-559;4;5;6;[4, 5]
BOOKKEEPER-561;0;5;5;[null]
BOOKKEEPER-567;0;5;5;[null]
BOOKKEEPER-568;5;5;5;[]
BOOKKEEPER-569;0;5;5;[null]
BOOKKEEPER-577;0;5;6;[null]
BOOKKEEPER-579;0;5;6;[null]
BOOKKEEPER-580;0;5;6;[null]
BOOKKEEPER-581;4;5;6;[4, 5]
BOOKKEEPER-583;5;5;5;[]
BOOKKEEPER-584;4;5;6;[4, 5]
BOOKKEEPER-585;0;5;6;[null]
BOOKKEEPER-586;0;5;5;[null]
BOOKKEEPER-596;6;6;6;[]
BOOKKEEPER-597;0;6;6;[null]
BOOKKEEPER-598;6;6;6;[]
BOOKKEEPER-599;6;6;6;[]
BOOKKEEPER-600;6;6;6;[]
BOOKKEEPER-601;6;6;6;[]
BOOKKEEPER-603;6;6;6;[]
BOOKKEEPER-604;0;6;6;[null]
BOOKKEEPER-607;6;6;6;[]
BOOKKEEPER-610;0;6;6;[null]
BOOKKEEPER-617;0;6;6;[null]
BOOKKEEPER-619;6;6;6;[]
BOOKKEEPER-620;0;6;6;[null]
BOOKKEEPER-621;6;6;6;[]
BOOKKEEPER-623;6;6;6;[]
BOOKKEEPER-624;6;6;6;[]
BOOKKEEPER-625;6;6;6;[]
BOOKKEEPER-626;6;6;6;[]
BOOKKEEPER-632;6;6;6;[]
BOOKKEEPER-633;6;6;6;[]
BOOKKEEPER-635;0;6;6;[null]
BOOKKEEPER-636;6;6;6;[]
BOOKKEEPER-638;1;6;7;[1, 2, 3, 4, 5, 6]
BOOKKEEPER-641;6;6;6;[]
BOOKKEEPER-642;0;6;6;[null]
BOOKKEEPER-646;6;6;6;[]
BOOKKEEPER-649;0;6;6;[null]
BOOKKEEPER-652;0;6;6;[null]
BOOKKEEPER-660;6;6;6;[]
BOOKKEEPER-663;0;6;6;[null]
BOOKKEEPER-664;5;6;7;[5, 6]
BOOKKEEPER-667;6;6;6;[]
BOOKKEEPER-668;6;6;6;[]
BOOKKEEPER-669;0;6;6;[null]
BOOKKEEPER-676;0;6;7;[null]
BOOKKEEPER-678;0;6;7;[null]
BOOKKEEPER-679;0;6;6;[null]
BOOKKEEPER-683;0;6;6;[null]
BOOKKEEPER-684;0;6;6;[null]
BOOKKEEPER-685;0;6;6;[null]
BOOKKEEPER-686;6;6;6;[]
BOOKKEEPER-698;0;7;7;[null]
BOOKKEEPER-700;0;7;7;[null]
BOOKKEEPER-709;0;7;7;[null]
BOOKKEEPER-711;7;7;7;[]
BOOKKEEPER-712;7;7;7;[]
BOOKKEEPER-719;0;7;7;[null]
BOOKKEEPER-720;0;7;7;[null]
